Name,Id,Time,SURFACE_CODE,LAT,LON
VICKY ,AU197172_11U,1972-03-1 16:00,1,-15.8,118.5
VICKY ,AU197172_11U,1972-03-1 19:00,1,-15.9,118.9
VICKY ,AU197172_11U,1972-03-1 22:00,1,-15.9,119.2
VICKY ,AU197172_11U,1972-03-2 01:00,1,-16,119.5
VICKY ,AU197172_11U,1972-03-2 04:00,1,-16,119.9
VICKY ,AU197172_11U,1972-03-2 10:00,1,-16,120.7
VICKY ,AU197172_11U,1972-03-2 13:00,1,-16,121
VICKY ,AU197172_11U,1972-03-2 16:00,1,-16,121.4
VICKY ,AU197172_11U,1972-03-2 19:00,1,-16,121.8
VICKY ,AU197172_11U,1972-03-2 22:00,1,-16,122.2
VICKY ,AU197172_11U,1972-03-3 01:00,1,-16,122.5
VICKY ,AU197172_11U,1972-03-3 04:00,1,-16.1,122.9
VICKY ,AU197172_11U,1972-03-3 07:00,1,-16.2,122.3
VICKY ,AU197172_11U,1972-03-3 10:00,3,-16.2,123.7
VICKY ,AU197172_11U,1972-03-3 13:00,2,-16.3,124.1
VICKY ,AU197172_11U,1972-03-3 16:00,2,-16.8,124.5
VICKY ,AU197172_11U,1972-03-3 19:00,2,-16.9,124.9
VICKY ,AU197172_11U,1972-03-3 22:00,2,-16.9,125.3
VICKY ,AU197172_11U,1972-03-4 01:00,2,-16.9,125.7
ANGELA ,AU197172_12U,1972-02-29 00:00,1,-8,97
ANGELA ,AU197172_12U,1972-02-29 03:00,1,-8.4,97.4
ANGELA ,AU197172_12U,1972-02-29 06:00,1,-8.7,97.7
ANGELA ,AU197172_12U,1972-02-29 09:00,1,-9.1,98.1
ANGELA ,AU197172_12U,1972-02-29 12:00,1,-9.5,98.5
ANGELA ,AU197172_12U,1972-02-29 15:00,1,-9.9,98.9
ANGELA ,AU197172_12U,1972-02-29 18:00,1,-10.3,99.3
ANGELA ,AU197172_12U,1972-02-29 21:00,1,-10.6,99.6
ANGELA ,AU197172_12U,1972-03-1 00:00,1,-11,100
ANGELA ,AU197172_12U,1972-03-1 03:00,1,-11.3,100.6
ANGELA ,AU197172_12U,1972-03-1 06:00,1,-11.5,101.3
ANGELA ,AU197172_12U,1972-03-1 09:00,1,-11.7,101.9
ANGELA ,AU197172_12U,1972-03-1 12:00,1,-12,102.5
ANGELA ,AU197172_12U,1972-03-1 15:00,1,-12.3,103.1
ANGELA ,AU197172_12U,1972-03-1 18:00,1,-12.5,103.7
ANGELA ,AU197172_12U,1972-03-1 21:00,1,-12.7,104.4
ANGELA ,AU197172_12U,1972-03-2 00:00,1,-12.9,104.9
ANGELA ,AU197172_12U,1972-03-2 03:00,1,-13,105.6
ANGELA ,AU197172_12U,1972-03-2 06:00,1,-13,106.2
ANGELA ,AU197172_12U,1972-03-2 09:00,1,-13.1,106.8
ANGELA ,AU197172_12U,1972-03-2 12:00,1,-13.1,107.4
ANGELA ,AU197172_12U,1972-03-2 15:00,1,-13.2,108
ANGELA ,AU197172_12U,1972-03-2 18:00,1,-13.2,108.7
ANGELA ,AU197172_12U,1972-03-2 21:00,1,-13.3,109.3
ANGELA ,AU197172_12U,1972-03-3 00:00,1,-13.3,109.8
BELINDA ,AU197172_13U,1972-03-20 00:00,1,-10,105
BELINDA ,AU197172_13U,1972-03-20 03:00,1,-10.3,104.7
BELINDA ,AU197172_13U,1972-03-20 06:00,1,-10.6,104.4
BELINDA ,AU197172_13U,1972-03-20 09:00,1,-10.9,104.1
BELINDA ,AU197172_13U,1972-03-20 12:00,1,-11.2,103.8
BELINDA ,AU197172_13U,1972-03-20 15:00,1,-11.4,103.5
BELINDA ,AU197172_13U,1972-03-20 18:00,1,-11.6,103.3
BELINDA ,AU197172_13U,1972-03-20 21:00,1,-11.7,103.1
BELINDA ,AU197172_13U,1972-03-21 00:00,1,-11.8,102.9
BELINDA ,AU197172_13U,1972-03-21 03:00,1,-12.2,102.7
BELINDA ,AU197172_13U,1972-03-21 06:00,1,-12.6,102.6
BELINDA ,AU197172_13U,1972-03-21 09:00,1,-13,102.5
BELINDA ,AU197172_13U,1972-03-21 12:00,1,-13.4,102.4
BELINDA ,AU197172_13U,1972-03-21 15:00,1,-13.7,102.3
BELINDA ,AU197172_13U,1972-03-21 18:00,1,-13.8,102.2
BELINDA ,AU197172_13U,1972-03-21 21:00,1,-13.9,102.1
BELINDA ,AU197172_13U,1972-03-22 00:00,1,-14,102
BELINDA ,AU197172_13U,1972-03-22 03:00,1,-14.1,101.5
BELINDA ,AU197172_13U,1972-03-22 06:00,1,-14.2,101
BELINDA ,AU197172_13U,1972-03-22 09:00,1,-14.3,100.5
BELINDA ,AU197172_13U,1972-03-22 12:00,1,-14.4,100
BELINDA ,AU197172_13U,1972-03-22 15:00,1,-14.5,99.5
BELINDA ,AU197172_13U,1972-03-22 18:00,1,-14.6,99
BELINDA ,AU197172_13U,1972-03-22 21:00,1,-14.8,98.8
BELINDA ,AU197172_13U,1972-03-23 00:00,1,-15,98.5
BELINDA ,AU197172_13U,1972-03-23 03:00,1,-15.3,98.2
BELINDA ,AU197172_13U,1972-03-23 06:00,1,-15.6,97.9
BELINDA ,AU197172_13U,1972-03-23 09:00,1,-15.8,97.7
BELINDA ,AU197172_13U,1972-03-23 12:00,1,-16,97.4
BELINDA ,AU197172_13U,1972-03-23 15:00,1,-16.2,97.1
BELINDA ,AU197172_13U,1972-03-23 18:00,1,-16.4,96.8
BELINDA ,AU197172_13U,1972-03-23 21:00,1,-16.6,96.5
BELINDA ,AU197172_13U,1972-03-24 00:00,1,-16.8,96.1
BELINDA ,AU197172_13U,1972-03-24 03:00,1,-17,95.7
BELINDA ,AU197172_13U,1972-03-24 06:00,1,-17.3,95.2
BELINDA ,AU197172_13U,1972-03-24 09:00,1,-17.6,94.7
BELINDA ,AU197172_13U,1972-03-24 12:00,1,-17.9,94.2
BELINDA ,AU197172_13U,1972-03-24 15:00,1,-18.2,93.7
BELINDA ,AU197172_13U,1972-03-24 18:00,1,-18.5,93.2
BELINDA ,AU197172_13U,1972-03-24 21:00,1,-18.8,92.8
BELINDA ,AU197172_13U,1972-03-25 00:00,1,-19,92.5
BELINDA ,AU197172_13U,1972-03-25 03:00,1,-19.1,92.2
BELINDA ,AU197172_13U,1972-03-25 06:00,1,-19.2,91.9
BELINDA ,AU197172_13U,1972-03-25 09:00,1,-19.3,91.6
BELINDA ,AU197172_13U,1972-03-25 12:00,1,-19.4,91.3
BELINDA ,AU197172_13U,1972-03-26 00:00,1,-19.8,90.5
BELINDA ,AU197172_13U,1972-03-26 03:00,1,-19.9,90.5
BELINDA ,AU197172_13U,1972-03-26 06:00,1,-20.1,90.5
BELINDA ,AU197172_13U,1972-03-26 09:00,1,-20.3,90.5
BELINDA ,AU197172_13U,1972-03-26 12:00,1,-20.5,90.6
BELINDA ,AU197172_13U,1972-03-26 15:00,1,-20.7,90.7
BELINDA ,AU197172_13U,1972-03-26 18:00,1,-20.8,90.8
BELINDA ,AU197172_13U,1972-03-26 21:00,1,-20.9,90.9
BELINDA ,AU197172_13U,1972-03-27 00:00,1,-21,91
BELINDA ,AU197172_13U,1972-03-27 12:00,1,-21.4,91
BELINDA ,AU197172_13U,1972-03-27 15:00,1,-21.5,91
BELINDA ,AU197172_13U,1972-03-27 18:00,1,-21.6,91
BELINDA ,AU197172_13U,1972-03-27 21:00,1,-21.7,91
BELINDA ,AU197172_13U,1972-03-28 00:00,1,-21.8,91
BELINDA ,AU197172_13U,1972-03-28 18:00,1,-22.7,90.2
BELINDA ,AU197172_13U,1972-03-28 21:00,1,-22.9,90.1
BELINDA ,AU197172_13U,1972-03-29 00:00,1,-23,90
BELINDA ,AU197172_13U,1972-03-29 03:00,1,-23.2,89.9
BELINDA ,AU197172_13U,1972-03-29 06:00,1,-23.3,89.8
EMILY ,AU197172_15U,1972-03-27 23:00,1,-11,157.5
EMILY ,AU197172_15U,1972-03-28 02:00,1,-11.3,157.8
EMILY ,AU197172_15U,1972-03-28 05:00,1,-11.6,158
EMILY ,AU197172_15U,1972-03-28 08:00,1,-11.9,158.2
EMILY ,AU197172_15U,1972-03-28 11:00,1,-12.1,158.5
EMILY ,AU197172_15U,1972-03-28 14:00,1,-12.2,158.7
EMILY ,AU197172_15U,1972-03-28 17:00,1,-12.3,158.8
EMILY ,AU197172_15U,1972-03-28 20:00,1,-12.4,158.9
EMILY ,AU197172_15U,1972-03-28 23:00,1,-12.5,159
EMILY ,AU197172_15U,1972-03-29 02:00,1,-12.6,159.1
EMILY ,AU197172_15U,1972-03-29 05:00,1,-12.9,159.2
EMILY ,AU197172_15U,1972-03-29 08:00,1,-12.9,159.2
EMILY ,AU197172_15U,1972-03-29 11:00,1,-13,159.2
EMILY ,AU197172_15U,1972-03-29 14:00,1,-13.1,159.2
EMILY ,AU197172_15U,1972-03-29 17:00,1,-13.2,159.2
EMILY ,AU197172_15U,1972-03-29 20:00,1,-13.3,159.2
EMILY ,AU197172_15U,1972-03-29 23:00,1,-13.5,159.2
EMILY ,AU197172_15U,1972-03-30 02:00,1,-13.8,159.1
EMILY ,AU197172_15U,1972-03-30 05:00,1,-14.2,159
EMILY ,AU197172_15U,1972-03-30 08:00,1,-14.6,158.8
EMILY ,AU197172_15U,1972-03-30 11:00,1,-15,158.6
EMILY ,AU197172_15U,1972-03-30 14:00,1,-15.4,158.5
EMILY ,AU197172_15U,1972-03-30 17:00,1,-15.7,158.3
EMILY ,AU197172_15U,1972-03-30 20:00,1,-16.1,158.2
EMILY ,AU197172_15U,1972-03-30 23:00,1,-16.5,158
EMILY ,AU197172_15U,1972-03-31 02:00,1,-16.8,157.5
EMILY ,AU197172_15U,1972-03-31 05:00,1,-17.3,157.1
EMILY ,AU197172_15U,1972-03-31 08:00,1,-17.8,156.6
EMILY ,AU197172_15U,1972-03-31 11:00,1,-18.3,156.1
EMILY ,AU197172_15U,1972-03-31 14:00,1,-18.7,155.7
EMILY ,AU197172_15U,1972-03-31 17:00,1,-19.2,155.2
EMILY ,AU197172_15U,1972-03-31 20:00,1,-19.7,154.7
EMILY ,AU197172_15U,1972-03-31 23:00,1,-20.1,154.2
EMILY ,AU197172_15U,1972-04-1 02:00,1,-20.7,153.8
EMILY ,AU197172_15U,1972-04-1 05:00,1,-21,153.5
EMILY ,AU197172_15U,1972-04-1 08:00,1,-21.4,153.2
EMILY ,AU197172_15U,1972-04-1 11:00,1,-21.8,152.8
EMILY ,AU197172_15U,1972-04-1 14:00,1,-22.1,152.6
EMILY ,AU197172_15U,1972-04-1 17:00,1,-22.5,152.3
EMILY ,AU197172_15U,1972-04-1 20:00,1,-22.8,152
EMILY ,AU197172_15U,1972-04-1 23:00,1,-23.3,151.7
EMILY ,AU197172_15U,1972-04-2 02:00,3,-24,151.3
EMILY ,AU197172_15U,1972-04-2 05:00,2,-24.5,151.1
EMILY ,AU197172_15U,1972-04-2 08:00,2,-24.8,151.1
EMILY ,AU197172_15U,1972-04-2 11:00,2,-25.2,151.2
EMILY ,AU197172_15U,1972-04-2 14:00,2,-25.3,151.3
CAROL ,AU197172_16U,1972-04-6 00:00,1,-13,84
CAROL ,AU197172_16U,1972-04-6 03:00,1,-13,83.9
CAROL ,AU197172_16U,1972-04-6 06:00,1,-13,83.8
CAROL ,AU197172_16U,1972-04-6 09:00,1,-13,83.7
CAROL ,AU197172_16U,1972-04-6 12:00,1,-13,83.6
CAROL ,AU197172_16U,1972-04-6 15:00,1,-13,83.5
CAROL ,AU197172_16U,1972-04-6 18:00,1,-13,83.4
CAROL ,AU197172_16U,1972-04-6 21:00,1,-13,83.3
CAROL ,AU197172_16U,1972-04-7 00:00,1,-13,83.2
CAROL ,AU197172_16U,1972-04-7 03:00,1,-13.2,83
CAROL ,AU197172_16U,1972-04-7 06:00,1,-13.3,82.8
CAROL ,AU197172_16U,1972-04-7 09:00,1,-13.4,82.6
CAROL ,AU197172_16U,1972-04-7 12:00,1,-13.5,82.4
CAROL ,AU197172_16U,1972-04-7 15:00,1,-13.6,82.3
CAROL ,AU197172_16U,1972-04-7 18:00,1,-13.7,82.2
CAROL ,AU197172_16U,1972-04-7 21:00,1,-13.8,82.1
CAROL ,AU197172_16U,1972-04-8 00:00,1,-14,82
CAROL ,AU197172_16U,1972-04-8 03:00,1,-14.2,81.8
CAROL ,AU197172_16U,1972-04-8 06:00,1,-14.5,81.6
CAROL ,AU197172_16U,1972-04-8 09:00,1,-14.8,81.5
CAROL ,AU197172_16U,1972-04-8 12:00,1,-15.1,81.4
CAROL ,AU197172_16U,1972-04-8 15:00,1,-15.3,81.3
CAROL ,AU197172_16U,1972-04-8 18:00,1,-15.5,81.2
CAROL ,AU197172_16U,1972-04-8 21:00,1,-15.7,81.1
CAROL ,AU197172_16U,1972-04-9 00:00,1,-16,81
CAROL ,AU197172_16U,1972-04-9 03:00,1,-16.1,81
CAROL ,AU197172_16U,1972-04-9 06:00,1,-16.2,81.1
CAROL ,AU197172_16U,1972-04-9 09:00,1,-16.3,81.2
CAROL ,AU197172_16U,1972-04-9 12:00,1,-16.4,81.3
CAROL ,AU197172_16U,1972-04-9 15:00,1,-16.5,81.4
CAROL ,AU197172_16U,1972-04-9 18:00,1,-16.6,81.5
CAROL ,AU197172_16U,1972-04-9 21:00,1,-16.8,81.6
CAROL ,AU197172_16U,1972-04-10 00:00,1,-17,81.7
CAROL ,AU197172_16U,1972-04-10 03:00,1,-17.3,81.9
CAROL ,AU197172_16U,1972-04-10 06:00,1,-17.6,82.2
CAROL ,AU197172_16U,1972-04-10 09:00,1,-17.9,82.5
CAROL ,AU197172_16U,1972-04-10 12:00,1,-18.2,82.8
CAROL ,AU197172_16U,1972-04-10 15:00,1,-18.4,83.1
CAROL ,AU197172_16U,1972-04-10 18:00,1,-18.6,83.4
CAROL ,AU197172_16U,1972-04-11 12:00,1,-20.5,85.3
CAROL ,AU197172_16U,1972-04-11 15:00,1,-20.9,85.6
CAROL ,AU197172_16U,1972-04-11 18:00,1,-21.3,85.9
CAROL ,AU197172_16U,1972-04-11 21:00,1,-21.7,86.2
CAROL ,AU197172_16U,1972-04-12 00:00,1,-22,86.5
CAROL ,AU197172_16U,1972-04-12 03:00,1,-22.2,86.6
CAROL ,AU197172_16U,1972-04-12 06:00,1,-22.3,86.8
CAROL ,AU197172_16U,1972-04-12 09:00,1,-22.4,87
CAROL ,AU197172_16U,1972-04-12 12:00,1,-22.5,87.2
CAROL ,AU197172_16U,1972-04-12 15:00,1,-22.6,87.4
CAROL ,AU197172_16U,1972-04-12 18:00,1,-22.7,87.6
CAROL ,AU197172_16U,1972-04-12 21:00,1,-22.8,87.8
CAROL ,AU197172_16U,1972-04-13 00:00,1,-23,88
CAROL ,AU197172_16U,1972-04-13 03:00,1,-23.3,88.7
CAROL ,AU197172_16U,1972-04-13 06:00,1,-23.6,89.4
CAROL ,AU197172_16U,1972-04-13 09:00,1,-24,90.1
CAROL ,AU197172_16U,1972-04-13 12:00,1,-24.4,90.8
CAROL ,AU197172_16U,1972-04-13 15:00,1,-24.8,91.6
CAROL ,AU197172_16U,1972-04-13 18:00,1,-25.2,92.4
CAROL ,AU197172_16U,1972-04-13 21:00,1,-25.6,93.2
CAROL ,AU197172_16U,1972-04-14 00:00,1,-26,94
FAITH ,AU197172_17U,1972-04-10 17:00,1,-11,139.5
FAITH ,AU197172_17U,1972-04-10 20:00,1,-10.9,139.6
FAITH ,AU197172_17U,1972-04-10 23:00,1,-10.9,139.7
FAITH ,AU197172_17U,1972-04-11 02:00,1,-10.9,139.8
FAITH ,AU197172_17U,1972-04-11 05:00,1,-11,139.9
FAITH ,AU197172_17U,1972-04-11 08:00,1,-11,140
FAITH ,AU197172_17U,1972-04-11 11:00,1,-11.1,140
FAITH ,AU197172_17U,1972-04-11 14:00,1,-11.1,140.1
FAITH ,AU197172_17U,1972-04-11 17:00,1,-11.2,140.1
FAITH ,AU197172_17U,1972-04-11 20:00,1,-11.3,140.2
FAITH ,AU197172_17U,1972-04-11 23:00,1,-11.5,140.3
FAITH ,AU197172_17U,1972-04-12 02:00,1,-11.6,140.4
FAITH ,AU197172_17U,1972-04-12 05:00,1,-11.7,140.5
FAITH ,AU197172_17U,1972-04-12 08:00,1,-11.9,140.6
FAITH ,AU197172_17U,1972-04-12 11:00,1,-12.1,140.7
FAITH ,AU197172_17U,1972-04-12 14:00,1,-12.2,140.9
FAITH ,AU197172_17U,1972-04-12 17:00,1,-12.3,141.1
FAITH ,AU197172_17U,1972-04-12 20:00,1,-12.5,141.2
FAITH ,AU197172_17U,1972-04-12 23:00,1,-12.7,141.3
FAITH ,AU197172_17U,1972-04-13 02:00,1,-12.8,141.5
FAITH ,AU197172_17U,1972-04-13 05:00,3,-12.9,141.7
FAITH ,AU197172_17U,1972-04-13 08:00,2,-13,141.8
FAITH ,AU197172_17U,1972-04-13 11:00,2,-13,142
FAITH ,AU197172_17U,1972-04-13 14:00,2,-13,142.3
FAITH ,AU197172_17U,1972-04-13 17:00,2,-13,142.8
FAITH ,AU197172_17U,1972-04-13 20:00,2,-13,143.3
FAITH ,AU197172_17U,1972-04-13 23:00,4,-13,143.7
FAITH ,AU197172_17U,1972-04-14 02:00,1,-13,144.1
FAITH ,AU197172_17U,1972-04-14 05:00,1,-13.1,144.5
FAITH ,AU197172_17U,1972-04-14 08:00,1,-13.2,144.4
FAITH ,AU197172_17U,1972-04-14 11:00,1,-13.3,145.3
FAITH ,AU197172_17U,1972-04-14 14:00,1,-13.4,145.7
FAITH ,AU197172_17U,1972-04-14 17:00,1,-13.5,146.1
FAITH ,AU197172_17U,1972-04-14 20:00,1,-13.6,147.6
FAITH ,AU197172_17U,1972-04-14 23:00,1,-13.7,147.2
FAITH ,AU197172_17U,1972-04-15 02:00,1,-13.8,147.7
FAITH ,AU197172_17U,1972-04-15 05:00,1,-13.9,148.2
FAITH ,AU197172_17U,1972-04-15 08:00,1,-14,148.6
FAITH ,AU197172_17U,1972-04-15 11:00,1,-14.1,149
FAITH ,AU197172_17U,1972-04-15 14:00,1,-14.1,149.3
FAITH ,AU197172_17U,1972-04-15 17:00,1,-14.1,149.6
FAITH ,AU197172_17U,1972-04-15 20:00,1,-14.2,149.8
FAITH ,AU197172_17U,1972-04-15 23:00,1,-14.2,150
FAITH ,AU197172_17U,1972-04-16 02:00,1,-14.2,150.2
FAITH ,AU197172_17U,1972-04-16 05:00,1,-14.2,150.4
FAITH ,AU197172_17U,1972-04-16 08:00,1,-14.1,150.6
FAITH ,AU197172_17U,1972-04-16 11:00,1,-14.1,150.8
FAITH ,AU197172_17U,1972-04-16 14:00,1,-14,151
FAITH ,AU197172_17U,1972-04-16 17:00,1,-13.9,151.2
FAITH ,AU197172_17U,1972-04-16 20:00,1,-13.7,151.4
FAITH ,AU197172_17U,1972-04-16 23:00,1,-13.4,151.6
FAITH ,AU197172_17U,1972-04-17 02:00,1,-13.1,151.8
FAITH ,AU197172_17U,1972-04-17 05:00,1,-12.8,151.9
FAITH ,AU197172_17U,1972-04-17 08:00,1,-12.5,152
FAITH ,AU197172_17U,1972-04-17 11:00,1,-12.2,152.3
FAITH ,AU197172_17U,1972-04-17 14:00,1,-12,152.1
FAITH ,AU197172_17U,1972-04-17 17:00,1,-11.8,152.1
FAITH ,AU197172_17U,1972-04-17 20:00,1,-11.7,152
FAITH ,AU197172_17U,1972-04-17 23:00,1,-11.6,151.9
FAITH ,AU197172_17U,1972-04-18 02:00,1,-11.5,151.7
FAITH ,AU197172_17U,1972-04-18 05:00,1,-11.5,151.5
FAITH ,AU197172_17U,1972-04-18 08:00,1,-11.4,151.3
FAITH ,AU197172_17U,1972-04-18 11:00,1,-11.4,151
FAITH ,AU197172_17U,1972-04-18 14:00,1,-11.5,150.7
FAITH ,AU197172_17U,1972-04-18 17:00,1,-11.5,150.5
FAITH ,AU197172_17U,1972-04-18 20:00,1,-11.5,150.3
FAITH ,AU197172_17U,1972-04-18 23:00,1,-11.5,150.1
FAITH ,AU197172_17U,1972-04-19 02:00,1,-11.5,149.9
FAITH ,AU197172_17U,1972-04-19 05:00,1,-11.6,149.7
FAITH ,AU197172_17U,1972-04-19 08:00,1,-11.6,149.5
FAITH ,AU197172_17U,1972-04-19 11:00,1,-11.6,149.3
FAITH ,AU197172_17U,1972-04-19 14:00,1,-11.6,149.1
FAITH ,AU197172_17U,1972-04-19 17:00,1,-11.6,148.9
FAITH ,AU197172_17U,1972-04-19 20:00,1,-11.7,148.7
FAITH ,AU197172_17U,1972-04-19 23:00,1,-11.7,148.5
FAITH ,AU197172_17U,1972-04-20 02:00,1,-11.7,148.3
FAITH ,AU197172_17U,1972-04-20 05:00,1,-11.7,148.1
FAITH ,AU197172_17U,1972-04-20 08:00,1,-11.7,147.9
FAITH ,AU197172_17U,1972-04-20 11:00,1,-11.7,147.7
FAITH ,AU197172_17U,1972-04-20 14:00,1,-11.7,147.5
FAITH ,AU197172_17U,1972-04-20 17:00,1,-11.7,147.3
FAITH ,AU197172_17U,1972-04-20 20:00,1,-11.7,147.2
FAITH ,AU197172_17U,1972-04-20 23:00,1,-11.7,147
FAITH ,AU197172_17U,1972-04-21 02:00,1,-11.6,146.7
FAITH ,AU197172_17U,1972-04-21 05:00,1,-11.4,146.4
FAITH ,AU197172_17U,1972-04-21 08:00,1,-11.2,146.1
FAITH ,AU197172_17U,1972-04-21 11:00,1,-11,145.8
FAITH ,AU197172_17U,1972-04-21 14:00,1,-10.8,145.5
FAITH ,AU197172_17U,1972-04-21 17:00,1,-10.6,145.2
FAITH ,AU197172_17U,1972-04-21 20:00,1,-10.4,144.9
FAITH ,AU197172_17U,1972-04-21 23:00,1,-10.2,144.6
FAITH ,AU197172_17U,1972-04-22 02:00,1,-10,144.3
FAITH ,AU197172_17U,1972-04-22 05:00,1,-9.8,144
FAITH ,AU197172_17U,1972-04-22 08:00,1,-9.7,143.7
FAITH ,AU197172_17U,1972-04-22 11:00,1,-9.7,143.4
FAITH ,AU197172_17U,1972-04-22 14:00,1,-9.7,143.1
FAITH ,AU197172_17U,1972-04-22 17:00,1,-9.6,142.6
FAITH ,AU197172_17U,1972-04-22 20:00,1,-9.6,142.7
FAITH ,AU197172_17U,1972-04-22 23:00,1,-9.6,142.5
FAITH ,AU197172_17U,1972-04-23 02:00,1,-9.6,142.2
FAITH ,AU197172_17U,1972-04-23 05:00,1,-9.6,141.9
FAITH ,AU197172_17U,1972-04-23 08:00,1,-9.6,141.6
FAITH ,AU197172_17U,1972-04-23 11:00,1,-9.6,141.3
FAITH ,AU197172_17U,1972-04-23 14:00,1,-9.6,141
FAITH ,AU197172_17U,1972-04-23 17:00,1,-9.6,140.7
FAITH ,AU197172_17U,1972-04-23 20:00,1,-9.6,140.4
FAITH ,AU197172_17U,1972-04-23 23:00,1,-9.6,140.1
FAITH ,AU197172_17U,1972-04-24 02:00,1,-9.6,139.8
FAITH ,AU197172_17U,1972-04-24 05:00,1,-9.6,139.5
GAIL ,AU197172_18U,1972-04-11 02:00,1,-12.8,154.2
GAIL ,AU197172_18U,1972-04-11 05:00,1,-12.9,154.1
GAIL ,AU197172_18U,1972-04-11 08:00,1,-13,154.1
GAIL ,AU197172_18U,1972-04-11 09:00,1,-12.9,154.1
GAIL ,AU197172_18U,1972-04-11 11:00,1,-13.1,154
GAIL ,AU197172_18U,1972-04-11 14:00,1,-13.1,154
GAIL ,AU197172_18U,1972-04-11 17:00,1,-13.3,154
GAIL ,AU197172_18U,1972-04-11 20:00,1,-13.4,154
GAIL ,AU197172_18U,1972-04-11 23:00,1,-13.5,154.1
GAIL ,AU197172_18U,1972-04-12 02:00,1,-13.6,154.1
GAIL ,AU197172_18U,1972-04-12 05:00,1,-13.7,154.2
GAIL ,AU197172_18U,1972-04-12 08:00,1,-13.8,154.3
GAIL ,AU197172_18U,1972-04-12 11:00,1,-13.8,154.3
GAIL ,AU197172_18U,1972-04-12 14:00,1,-13.9,154.4
GAIL ,AU197172_18U,1972-04-12 17:00,1,-13.9,154.5
GAIL ,AU197172_18U,1972-04-12 20:00,1,-14,154.6
GAIL ,AU197172_18U,1972-04-12 23:00,1,-14.1,154.9
GAIL ,AU197172_18U,1972-04-13 02:00,1,-14.3,155.2
GAIL ,AU197172_18U,1972-04-13 05:00,1,-14.4,155.5
GAIL ,AU197172_18U,1972-04-13 08:00,1,-14.5,155.9
GAIL ,AU197172_18U,1972-04-13 09:00,1,-14.4,155.9
GAIL ,AU197172_18U,1972-04-13 11:00,1,-14.5,156
GAIL ,AU197172_18U,1972-04-13 14:00,1,-14.6,156.2
GAIL ,AU197172_18U,1972-04-13 17:00,1,-15,156.5
GAIL ,AU197172_18U,1972-04-13 20:00,1,-15.4,156.9
GAIL ,AU197172_18U,1972-04-13 23:00,1,-15.7,157.3
GAIL ,AU197172_18U,1972-04-14 02:00,1,-16.1,157.6
GAIL ,AU197172_18U,1972-04-14 05:00,1,-16.4,158
GAIL ,AU197172_18U,1972-04-14 08:00,1,-16.7,158.4
GAIL ,AU197172_18U,1972-04-14 11:00,1,-16.8,158.8
GAIL ,AU197172_18U,1972-04-14 14:00,1,-16.9,159.2
GAIL ,AU197172_18U,1972-04-14 17:00,1,-17,159.2
GAIL ,AU197172_18U,1972-04-14 20:00,1,-17.2,160.3
GAIL ,AU197172_18U,1972-04-14 23:00,1,-17.3,160.8
GAIL ,AU197172_18U,1972-04-15 02:00,1,-17.4,161.3
GAIL ,AU197172_18U,1972-04-15 05:00,1,-17.4,161.7
GAIL ,AU197172_18U,1972-04-15 08:00,1,-17.5,162.2
GAIL ,AU197172_18U,1972-04-15 10:00,1,-17.5,162.6
GAIL ,AU197172_18U,1972-04-15 11:00,1,-17.5,162.6
GAIL ,AU197172_18U,1972-04-15 14:00,1,-17.5,163.2
GAIL ,AU197172_18U,1972-04-15 17:00,1,-17.6,163.6
GAIL ,AU197172_18U,1972-04-15 20:00,1,-17.6,164.2
GAIL ,AU197172_18U,1972-04-15 23:00,1,-17.6,164.7
GAIL ,AU197172_18U,1972-04-16 02:00,1,-17.6,165.1
GAIL ,AU197172_18U,1972-04-16 05:00,1,-17.5,165.5
GAIL ,AU197172_18U,1972-04-16 08:00,1,-17.5,165.9
GAIL ,AU197172_18U,1972-04-16 11:00,1,-17.5,166.3
GAIL ,AU197172_18U,1972-04-16 14:00,1,-17.4,166.7
GAIL ,AU197172_18U,1972-04-16 17:00,1,-17.3,167.1
GAIL ,AU197172_18U,1972-04-16 20:00,1,-17.3,167.5
GAIL ,AU197172_18U,1972-04-16 23:00,1,-17.3,167.9
GAIL ,AU197172_18U,1972-04-17 02:00,1,-17.4,168.4
GAIL ,AU197172_18U,1972-04-17 05:00,1,-17.5,168.8
GAIL ,AU197172_18U,1972-04-17 08:00,1,-17.6,169.3
GAIL ,AU197172_18U,1972-04-17 11:00,1,-17.3,169.7
GAIL ,AU197172_18U,1972-04-17 14:00,1,-17.2,169.9
GAIL ,AU197172_18U,1972-04-17 17:00,1,-16.9,170
GAIL ,AU197172_18U,1972-04-17 20:00,1,-16.5,170.1
GAIL ,AU197172_18U,1972-04-17 23:00,1,-16.3,170
HANNAH ,AU197172_19U,1972-05-7 23:00,1,-5.7,155.5
HANNAH ,AU197172_19U,1972-05-8 02:00,1,-6.1,155.2
HANNAH ,AU197172_19U,1972-05-8 05:00,1,-6.4,154.8
HANNAH ,AU197172_19U,1972-05-8 08:00,1,-6.6,154.4
HANNAH ,AU197172_19U,1972-05-8 11:00,1,-6.8,153.9
HANNAH ,AU197172_19U,1972-05-8 14:00,1,-7.1,153.5
HANNAH ,AU197172_19U,1972-05-8 17:00,1,-7.3,153.1
HANNAH ,AU197172_19U,1972-05-8 20:00,1,-7.4,152.6
HANNAH ,AU197172_19U,1972-05-8 23:00,1,-7.4,152.1
